,channel_id,video_id,title,date,description,viewcount,likecount,dislikecount,favoritecount,commentcount
10,UCwn0jaGbgMkYioOWBzMog1Q,u_o-XbORC-w,Suzuki GSX 1300R Hayabusa vs 230HP Kart CBR1000RR Fireblade,2016-06-06 17:59:34,"Now this will probably the strangest thing you'll see!! During the SCC500 Deutsche Meisterschaft Rolling50 1000 in Lahr Germany, I have filmed a 230HP Mega Kart equipped with a Honda CBR 1000 RR Fireblade engine, drag racing against a 400HP Suzuki GSX 1300R Hayabusa!  Technical data: Mega Kart: Engine: 230HP Honda CBR1000RR Fireblade 0-100 km/h in 2,4 Seconds 1/4 Mile: 9,1 Sekunden  Top speed: 320 km/h ( ! ) Driver: Sebastian Scholz  For information on future SCC500 events, please see: SCC500: http://www.scc500.de SCC500 Facebook: facebook.com/SCC500  Liked the video? Click the 'like' button, comment, and subscribe!  Follow me: Subscribe: http://www.YouTube.com/GUMBAL FACEBOOK: http://www.fb.com/GUMBALTV INSTAGRAM: http://www.instagram.com/GUMBALTV TWITTER: http://Twitter.com/GUMBALTV http://www.gumbal.tv",6238197,12853,5092,0,876
11,UCwYLDUdUvVMVEWuNyJoQx7w,MP06gvFWW64,#BuyMyVitara - Suzuki Vitara '96 for sale,2017-04-12 14:32:26,With deep sorrow selling my little beast... Suzuki Vitara 96.,6132114,42625,558,0,1918
12,UCd9050-P0h6mdrvgVtuRv8w,typUbnPRQ04,"SUZUKI, BMW, HONDA & YAMAHA SUPERBIKES WHEELIES, BURNOUTS & more! - BIKERS #128",2017-05-13 18:03:49,"INSTAGRAM: @bikersbr @SupercarsOfCuritiba Subscribe for more videos! / Inscreva-se para mais videos! www.youtube.com/edcunhaph  BIKERS #128 - On the video:  BMW S1000RR Ducati 848 Streetfighter Ducati 1199 Panigale Honda CB 600F Hornet Honda CBR 600F Honda CBR 600RR Honda CBR 1000RR Honda CBR 1000RR Repsol Kawasaki Ninja ZX10R Suzuki GSXR 750  Suzuki GSXR 1000 MotoGP Suzuki BKing 1340 Triumph Street Triple Yamaha XJ6 Yamaha R1  & more!  Mais vídeos BikersBR: https://www.youtube.com/playlist?list=PLFvNj2KO3DygawGczxMNrFe1Pzkda3pzK Supercars of Curitiba: https://www.youtube.com/playlist?list=PLFvNj2KO3DyggPXOxcrJBB7Pdsp_vWeXH  TWITTER: @edcunhaph FACEBOOK: www.facebook.com/edcunhaph  Camera: Canon Vixia HF R500 Curitiba, Parana, Brasil",5788526,23834,2282,0,444
13,UC1As3uk1ROhGfAhaT6B2_zA,ck5gNkbO684,Suzuki Hayabusa Stunt,2014-11-06 20:09:38,"Проверь наш МОТОМАГАЗИН - http://stuntexshop.ru/ ЛУЧШИЕ цены, БОЛЬШОЙ ассортимент! Some Hayabusa stunt riding. Stoppie, wheelie and burnout on stock GSXR1300 Hayabusa. Stuntex FB: https://www.facebook.com/stuntexru",5144525,38225,1581,0,819
14,UCXxNdnNu8fYtrCbw8T8ouXg,IZRwwqSESEk,Suzuki Hayabusa Streetfighter,2013-07-29 12:30:27,,4809644,18646,988,0,1288
15,UC22lbRS_QoB92Gy4DAIJ-tw,KYWVPU8W620,Rokudenashi Majutsu Koushi to Akashic Records opening Full『Konomi Suzuki - Blow out』ENG SUB,2017-05-23 11:57:05,"""ロクでなし魔術講師と禁忌教典 opening / OP 主題歌 Full Song『Konomi Suzuki - Blow out』 English & Japanese Romaji Subtitles TV Anime """"Akashic records of bastard magic instructor"""" Opening Theme Artist: Konomi Suzuki 鈴木このみ  M-01 - TV Anime """"Akashic records of bastard magic instructor"""" Opening Theme Composer: Hige Driver Arranger: Yuyoyuppe Lyricist: Hige Driver  ➝Artist: Konomi Suzuki / Blow out https://itunes.apple.com/jp/album/id1235477103?l=en http://www.cdjapan.co.jp/product/ZMCZ-11126  ➝Artist of the picture: http://www.deviantart.com/art/Glenn-and-Sistine-from-Rokudenashi-681444102  https://twitter.com/Fhilippedu https://www.youtube.com/channel/UC4t4Hc0SrgV7ERGxKvGM21Q https://www.pixiv.net/member.php?id=17658138 https://www.facebook.com/Fhilippe124/  ➝ My other channels: https://www.youtube.com/c/HDMelodyMusic https://www.youtube.com/c/HDSenpai  ➝ Follow ME on:  https://www.facebook.com/MelodicStar/ https://twitter.com/melodiccstar ------------------------------------------------------------------------------------ https://myanimelist.net/anime/32951/Rokudenashi_Majutsu_Koushi_to_Akashic_Records Anime: Akashic records of bastard magic instructor Artist: Konomi Suzuki Song: Blow out ------------------------------------------------------------------------------------ MUSIC PROMOTION & REQUESTS:  If you want to submit a request to promote your music on my channel or request upload - Contact me on the facebook (Send me a PM on my facebook page) or send me a mail. view my email adress on my youtube 'about page'. ------------------------------------------------------------------------------------ Copyright Info:  Be aware this channel is only for promotion purpose. All music belongs to the original creators.""",4676688,25911,436,0,771
16,UCOHoBDJhP2cpYAI8YKroFbA,jipktSz15fo,Suzuki Biplane : DigInfo,2007-11-01 08:42:17,"DigInfo - http://www.diginfo.tv    Related Link:  http://www1.suzuki.co.jp/motor/full_line/    Drawing the its name and inspiration from the early days of plane aviation, The Suzuki's Biplane was designed to give the rider a sensation of flight and an increased sense of freedom.    The Biplane design uses a V-4 engine with a girder fork in the front and rim mounted disc brakes.  The cylinder heads and exhaust headers  are visible on the rear sides which mimics the design of the classic airplane. The exhuast is hidden under the cowling and the link-type rear suspension can be seen just below the seat.    A futuristic display panel is built into the top of the bike instead of conventional meters and since this is only a concept bike there are no plans for commercialization as of yet.",4444245,2761,303,0,1203
17,UCuaDPT82RRL04qm9H8LAYLA,XTIiw37N-_c,Suzuki GSX-S 1000 : Une moto pour vitaminer les vieux !! - VIDEO LUC MOTOS (English Subtitles),2015-07-23 08:02:27,"N'oublie pas d'activer la cloche 🔔 pour ne rater aucune de nos nouvelles vidéos !! ;-) Notre pote Luc Motos est de retour !! Toujours aussi déjanté, le concessionnaire Suzuki de la région parisienne balance une vidéo de la nouvelle GSX-S 1000. Au menu, du drift, du stunt, des caisses de fou, des vieux, des flics, un chien, un haltérophile... Et   un Matt Mekatrix en très, très grande forme !  Our friend Luc Motos is back with a crazy video. This time, it's about the new Suzuki GSX-S 1000. A video with a lot of stunts, elderly people, cars, drift... And an awesome Matt Mekatrix ! Have fun !!",4369223,10089,2256,0,259
18,UCuZeiI5pdpgqDojXZujoYgg,-COibB89jb4,"Поззи & Владус - Время играть (Премьера Клипа 2018, Пародия)",2018-08-20 14:02:21,"Братюни, готов вам представить свой первый клип -пародия на трек Элджей - Suzuki   ●https://instagram.com/pozzifir/ - Моя Инста ●https://vk.com/pozzitifonshow - Моя страничка ВК ●http://vk.com/pozzitifshow - Группа ВК",4368636,145230,6296,0,45958
19,UCEHZtnZVCEj8L3z0oKNzxng,kfBHAGyZ2QI,Suzuki Gsxr 600 k9 PORTUGAL,2015-10-20 03:21:01,Instagram : brunorc46 suzuki gsxr 600 2009 yoshimura R55,4244187,34617,2132,0,2526
20,UCsAegdhiYLEoaFGuJFVrqFQ,RNlVFNiV1ds,Kawasaki ZX-14R vs Suzuki Hayabusa! - Head 2 Head Episode 2,2012-02-22 11:00:00,"On this episode of Head 2 Head, Super Streetbike's Dave Sonsky heads to the drag strip with the new 2012 Kawasaki Ninja ZX14R and the updated Suzuki Hayabusa. Find out which sport bike takes the title of baddest straight-line stallion on the planet!    Head 2 Head appears every other Wednesday on the new Motor Trend channel. http://www.youtube.com/motortrend    Subscribe now to make sure you're in on all the action!  http://www.youtube.com/subscription_center?add_user=motortrend    Facebook - http://facebook.com/motortrendmag & http://www.facebook.com/superstreetbikemag  Twitter - http://twitter.com/motortrend  Google+ - https://plus.google.com/101867967859016552744/posts  Website - http://www.motortrend.com & http://www.superstreetbike.com/",4062753,13166,937,0,3017
21,UCFfFgeKVVhjXtQSXRj3e-Iw,lG6igO7YNeI,2017 Suzuki Swift - Crash test,2017-06-01 13:32:26,"""TEST RESULTS  Comments The passenger compartment of the Swift remained stable in the frontal offset test.  Dummy readings indicated good protection of the knees and femurs for both the driver and passenger.  Suzuki showed that a similar level of protection would be provided to occupants of different sizes and to those sat in different positions.  In the full-width rigid barrier test, protection of the chest was marginal, both for the driver and the rear seat passenger.  Otherwise, protection of critical body areas was rated a good or adequate.  The Swift scored maximum points in both the side barrier test and the more severe side pole impact, with good protection of all critical body regions.  Tests on the front seats and head restraints demonstrated good protection against whiplash injuries in the event of a rear-end collision. However, a geometric assessment of the rear seats indicated poor whiplash protection for occupants in those seating positions.  The Swift has, as part of its 'Radar Brake Support' option pack, autonomous. emergency braking.  The system works at the low speeds, typical of city driving, at which many whiplash injuries are caused and, in tests of this functionality, the system performed adequately.  CHILD OCCUPANT  Comments In the frontal offset test, readings from the 6 year dummy indicated poor chest protection and weak protection of the neck.  For the 10 year dummy, neck protection was marginal.  In the side barrier test, decelerations in the chest indicated poor protection of the 10 year dummy. Protection in this test was, otherwise, good.  The front passenger airbag can be disabled to allow a rearward-facing child restraint to be used in that seating position.  Clear information is provided regarding the status of the airbag and the system was rewarded.  All of the restraint types for the which the Swift is designed could be properly installed and accommodated.  PEDESTRIAN PROTECTION  Comments The protection provided by the bonnet to the head of a struck pedestrian was predominantly good or adequate, with poor results recorded on the stiff windscreen pillars.  The bumper scored maximum points, offering good protection to pedestrians' legs at all test locations.  Protection of the pelvis was predominantly good but some weak and poor results were also recorded.  SAFETY ASSIST  Comments The Swift has, as standard, as seatbelt reminder system for the front and rear seats.  Autonomous emergency braking is included in the 'Radar Brake Support' option pack.  Tests of its functionality at highway speeds showed good performance.  A driver-set speed limiter is available as an option, separate from the pack.  """"SUBSCRIBE NOW""""""",4026788,15311,1758,0,440
22,UCgF0OC_3MlW2KEyhhAgIQjA,-K7wooaLNSE,Suzuki Hayabusa battles Turbo Supra on the highway!,2016-06-04 23:05:57,2015 Suzuki Hayabusa mods: BMC filter Ecu Flash Brocks full exhaust Chain and sprockets Lowered and strapped 190/55 rear tire  1995 Toyota Supra mods: -3.0L built by Real Street Performance (RS1600) -Manley internals - Driveshaft Shop carbon fiber driveshaft -Hypertune Race Intake Manifold/90mm TB -PHR S45 Billet collector exhaust manifold -PHR Triple Walbro fuel system -Precision GT42 7675 DBB -AEM V2 -2200cc Siemens injectors -Clutch Masters FX850 Triple Disc clutch,3960145,11765,1691,0,821
23,UCcXwCmEb5PaIpBx7q-VR5-w,HnGX5jL-lhg,YAMAHA SUZUKI HONDA HARLEY-DAVIDSON,2006-03-11 13:32:05,humor!!!!!! YAMAHA SUZUKI HONDA HARLEY-DAVIDSON,2117379,7566,224,0,465
24,UCevY-z55kr37ZAXG15F-KiA,Uc55bcqciEE,MI MOTO !! SUZUKI GSXR 600,2017-07-05 19:05:28,"Mi nueva moto, SUZUKI GSXR 600 tenia muchas ganas de enseñarla en un vídeo, próximamente motovlogs ! menos mas que no se me cayo la moto en la piscina xD INSTAGRAM https://www.instagram.com/makiman131yt/  FIDGET SPINNER A MÁXIMA VELOCIDAD !! 1000RPM https://youtu.be/fvz-IZavHss REVOLVER VS COCA COLA !! (SALE MAL) https://youtu.be/DzXM6DaUgzI  SEGUNDO CANAL: http://goo.gl/8wYcCv MI FACEBOOK: https://www.facebook.com/pages/Makiman131/1391609827772775  MI MOTO !! GSXR 600   MI MOTO !! SUZUKI GSXR 600",3951816,163947,5021,0,10808
25,UCnhg5EWpRH1R5JxxayLHayg,xBeFOsog6_s,Kawasaki Ninja vs Hayabusa Suzuki-motorbikes racing,2018-02-28 00:07:50,"Drag race between Kawasaki zx14r and Suzuki Hayabusa.Two of the fastest motorbikes sound,top speed and acceleration.",3845735,17044,1531,0,467
26,UCyyOM9JA5eGSe5VwGaKyjng,E6vvntP56mw,StuntFreaksTeam - Suzuki Gsx-R ON DIRT,2014-08-08 10:46:42,http://www.stuntfreaksteam.org/ https://www.facebook.com/StuntFreaks  Driver Juha Ruokolainen  FIlm and Edit Lassi Pohtola  Finalcut Antti Leppänen,3606956,24030,979,0,677
27,UCd-ZmKdJG3ajNmy3WOFmXhQ,BFmH7moCL2c,Hiroshi Suzuki-Romance,2010-12-02 11:41:32,Beautiful jazz fusion piece in Hiroshi Suzuki-Cat LP for Columbia Japan from 1975.,3460342,66933,588,0,1566
28,UCBy64MAeyjbPn9m12r6x-TQ,bxm9lKrlmIk,"METTE SUZUKI HAYABUSA MOTORE, JET SKI",2015-05-02 14:17:22,"COOL GUY METTE SUZUKI HAYABUSA MOTORE, JET SKI",3247193,13173,886,0,492
29,UCyyOM9JA5eGSe5VwGaKyjng,EvL6_CsH90A,SUZUKI GSX-R Dirt Bike 1000cc - OFF ROAD test ride,2018-06-22 09:53:39,BUY THE BIKE HERE http://bit.ly/2L61CFu,3083241,54716,1407,0,3945
30,UC0ePYDQhg4DQ-f-jWQcuA4Q,RxOUx_H074E,Suzuki Kingquad 700 4x4 Fast police getaway,2015-04-19 17:18:49,Enjoy :D  Check: https://www.facebook.com/EnduroRockyYT,2733620,7567,2741,0,329
31,UCMDV6J2hWXet7ZCfgrXGgeg,LK2Cm56mKbg,The Dhoom Bike (Suzuki Hayabusa) : Blockbusters : Episode 2,2015-09-01 04:30:19,"In this months Blockbuster, we bring you Dhoom 4, well not really but a legend. A legend so revered that its name is an apt substitute to the word Speed  in the world of Motoring. The Suzuki Hayabusa, or the Bewza as some would remember it. A Hyperbike that you can either love or hate, but chances are that during some point in your life you have secretly imagined yourself on one in all its glory.   To know more about the bike, click here http:www.bikewale.comsuzuki-bikeshayabusa  #PowerDrift   Join the 1 Million strong #PDArmy : http://bit.ly/PDARMY Stay updated with News, Behind the Scenes here : https://www.instagram.com/powerdrift/ Tee Shirts, Badges & More official merchandise : http://bit.do/PDMerch Find us on Facebook: http://facebook.com/POWERDRIFTOFFICIAL/ Follow us on Twitter for Launch updates & more : https://twitter.com/PD_Official Follow us on Google+: https://plus.google.com/+powerdriftofficial",2707821,20024,2952,0,2716
32,UCd9050-P0h6mdrvgVtuRv8w,sOLk5Cg7S3U,"BIKERS #121 - S1000RR CBR & Suzuki RL's and Wheelies, Yamaha Burnout & more!",2016-11-17 20:43:20,"INSTAGRAM -- @bikersbr -- Subscribe for more videos! / Inscreva-se para mais videos! www.youtube.com/edcunhaph  BIKERS #121 - On the video:  BMW S1000RR Ducati Monster Honda CB 600F Hornet Honda CBR 600F Honda CBR 600RR Honda CBR 1000RR Honda CBR 1000RR Repsol Kawasaki Ninja Z750 Kawasaki Ninja ER6N KTM 390 Duke Suzuki Bandit 1250 Suzuki GSXR 750 MotoGP Suzuki GSXR 1000 Suzuki BKing 1340 Triumph Street Triple Triumph Speed Triple Yamaha XJ6 Yamaha XJ6 F Yamaha R6 Yamaha R1  & more!  Mais vídeos BikersBR: https://www.youtube.com/playlist?list=PLFvNj2KO3DygawGczxMNrFe1Pzkda3pzK Supercars of Curitiba: https://www.youtube.com/playlist?list=PLFvNj2KO3DyggPXOxcrJBB7Pdsp_vWeXH  TWITTER: @edcunhaph FACEBOOK: www.facebook.com/edcunhaph  Camera: Canon Vixia HF R500 Curitiba, Parana, Brasil",2675652,15606,847,0,422
33,UCAuUUnT6oDeKwE6v1NGQxug,BHY0FxzoKZE,The brain-changing benefits of exercise | Wendy Suzuki,2018-03-21 14:53:46,"What's the most transformative thing that you can do for your brain today? Exercise! says neuroscientist Wendy Suzuki. Get inspired to go to the gym as Suzuki discusses the science of how working out boosts your mood and memory -- and protects your brain against neurodegenerative diseases like Alzheimer's.  Check out more TED Talks: http://www.ted.com  The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more.  Follow TED on Twitter: http://www.twitter.com/TEDTalks Like TED on Facebook: https://www.facebook.com/TED  Subscribe to our channel: https://www.youtube.com/TED",2611538,82677,1586,0,2591
34,UCtqT0IjeVycNPvHpXSPjy2Q,BPJKHRPrnPQ,Commercial - Suzuki GSX-R 1000,2007-02-14 10:23:30,"you're just about to go for a ride on your gsx-r 1000, but your wife wants you to walk to dog.  what do you do?  there's no choice but to walk the dog.  or... you can ride along with the dog.  very funny!  0 - 200km/h in less than 10sec.s",2387387,3512,141,0,376
35,UCh2_rsnomVPrRB5-jMyMzMA,2aBeDVZW4nw,"Top 2017 motorcycles: (1000 CC) 320 Km/H comparison  - Suzuki, BMW, Yamaha, Kawasaki & more...",2017-07-24 15:11:30,"""We all know all this superbikes reach more than 300Km/H but which is the best? Look this video and compare the sounds, top speed, look and power of 2017 superbikes in 1000 cc.  BIKES/MOTOS: - Suzuki GSXR 1000 2017 - Aprilia RSV RF 2017 - Honda CBR SP 1000 RR 2017 - BMW S1000 RR 2017 - Yamaha R1 2017 - Kawasaki ZX-10 R 2017  In 1:18 credits belong to Sejahtera Motor Gemilang - sorry for the mistake   CREDITS: 2017 Honda CBR1000RR SP2: https://goo.gl/aZVsDL Suzuki GSXR1000 Standar VS Yoshimura: https://goo.gl/8f3t2e Videos of Motorcycle Mall: https://www.youtube.com/user/TheMotorcycleMallInc 2017 New Yamaha R1: https://goo.gl/6KLBax Videos of Fast Bike Magazine: https://www.youtube.com/user/FastBikesMag CBR SCORPION EXHAUST: https://www.youtube.com/user/scorpionexhausts 2017 HONDA CBR1000RR SP PURE SOUND: https://goo.gl/RGA193 2017 Suzuki GSX-R 1000 R Onboard 0-299 km/h: https://goo.gl/q9CPyR 2017 Suzuki GSXR 1000 Dyno: https://goo.gl/tUN8Ut Top Speed ZX10R 2017: https://goo.gl/GwG19U 2017 Kawasaki zx10r graves exhaust: https://goo.gl/MBTtvb ZX10R 2017 Kawasaki GP Titânio: https://goo.gl/22VjGV Aprilia Rsv4 RF top speed: https://goo.gl/3HmguZ Aprilia rsv4 top speed test 329km/h: https://goo.gl/PqqxVw Yamaha R1M Top Speed: https://goo.gl/syLVka 2017 Bmw s1000rr Full: https://goo.gl/J9bpb2 Brand New 2017 BMW S1000RR: https://goo.gl/MR85es Bmw S1000RR 0-299 km/h: https://goo.gl/ATHPPX Honda CBR 1000RR SP TOP SPEED: https://goo.gl/ziwrGo Aprilia RSV4 RF SC Project: https://goo.gl/hHV6yp  ** Business, Sponsorship Inquiries, and Product Review Requests: thespeedkingvideos@gmail.com  * If you have a video send me an email with the link or file at [thespeedkingvideos@gmail.com]  Gracias por ver este video, ojala te guste. Thanks for watch this video.  Suscribete,Like. Subscribe.  **********************************************  This collection is made ​​with videos of other youtube channels are not cleared my property ..  Esta recopilación esta hecha con videos de otros canales de youtube aclaro no son de mi propiedad..  ©Las canciones o videos incluidos en este video tienen derechos de autor reservados.. ©The songs or videos included in this video are copyrighted ..  --  All Credits to original Uploaders, This is My Edition in a Compilation formula, showing the most amazing moments. THANKS CREATORS!  ANY CREDIT ISSUE , CONTACT ME DIRECTLY. EMAIL ME AT (thespeedkingvideos@gmail.com) . I'll Credit your clip or remove the clip.  I wasn't able to found the sources of some videos. Hope you understand. Thanks. -- DISCLAIMER:  Under Section 107 of the Copyright Act 1976, allowance is made for """"fair use"""" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing.""""  With Youtube policy for creating great content, we look for incredible content that could be of interest for people who love motorcycles and cars, edit it and create, with new ideas and adding value, new pieces for you to watch it all at once. We encourage you to visit the original videos as you might like them also, so, thanks to the creators for the permission and thanks to you for the support!  [ Yamaha, BMW, Suzuki, Honda, Kawasaki, Aprilia, Top 2017 superbikes ]""",2274038,11574,978,0,1043
36,UCUhFaUpnq31m6TNX2VKVSVA,oGnrZDuCUwQ,New Suzuki Jimny SUV 2019 - see why I love it... but you might not!,2018-09-19 11:25:15,"This is the all-new Suzuki Jimny. When it comes to design, it’s hard to find a better-looking small 4x4 than the Jimny, and the latest edition is doing as much as possible to stay true to the original, unique design. But in 2018, with the small SUV market so saturated, does the Jimny have what it takes to seriously compete with the competition? Join Mat and see for yourself as he puts this new Suzuki SUV through its paces!  Instagram – http://www.instagram.com/carwowcars  Facebook – http://www.facebook.com/carwowuk/  Twitter – http://www.twitter.com/carwowuk  Refer A Friend – https://www.carwow.co.uk/share  Awkward haggling is a thing of the past with carwow. Choose your perfect car with our configurator tool and let the country’s best dealers compete over you. Compare the five best offers by price, location and dealer ratings and choose the one that’s right for you – no hassle, no haggling, just a great deal.   Visit our site to save money on your new car – http://bit.ly/carwow-UK   Oder auch in Deutschland Geld beim Autokauf sparen – http://bit.ly/carwow-DE",2214334,28757,1609,0,4083
37,UCfV30f4JDx4hSpbcgikvB6g,XiKyaV0VrX0,Suzuki GsxR 1000 VS Anything it Rolls,2015-11-09 00:26:14,When i meet some HP cars on my ride... Suzuki Gsx-R 1000 2009 riding and meeting Subaru Impreza Mitsubishi Evolution Nissan Sylvia and Nissan Skyline Gtr,2220760,14193,881,0,578
38,UCjWs7BxyjO5SLqevxSmp4vQ,FmHI0ar0EvE,Maruti Vitara Brezza | First Drive | Autocar India,2016-03-11 16:41:53,"The overwhelming initial interest in the new compact SUV suggests Maruti has a winner on its hands, but let’s just zoom out a bit and see the Vitara Brezza for what it truly is.  Autocar India is your one stop source for test drive reviews & comparison test of every new car released in India. We also offer a great mix of other automotive content including podcasts, motor show reports, travelogues and other special features.  Visit http://www.autocarindia.com for the latest news & happenings from the auto world. Facebook: http://www.facebook.com/autocarindiamag Twitter: http://www.twitter.com/autocarindiamag G+: https://plus.google.com/+autocarindia1",2171563,5705,790,0,648
39,UCs-pPhg3mTHI_PYr_y6DTJw,gP9ACtkQ_7c,"BMW S1000RR hit Suzuki GSXR1000 | A serious Crash, Just be careful !!!",2018-04-18 10:46:59,,2117435,9641,1395,0,1033
40,UC9rUnYrza0heXpO011zNDfQ,BsVY6uS80XA,[Как снимали] Элджей - Suzuki,2018-05-19 07:39:47,Как снимали клип Элджей - Suzuki Все серии здесь: https://www.youtube.com/playlist?list=PL1sqWHjS6_xpshdAHXXj4hjkcWjkoHB3t Видео сделано исключительно в юмористических целях Если понравилось - поделитесь этим видео с друзьями! Ссылка на оригинальный клип:https://youtu.be/_kO3bR7q7pk Сотрудничество: olezhe@mediacube.in #олежe #элджей,2079793,40032,2549,0,2456
